"","Ticker","Owner","Relationship","Date","Transaction","Cost","NumShares","ValueDollar","NumSharesTotal","SECForm4"
"10395","PEO","Kerns Janis F.","V.P., General Counsel & CCO",18746,"Buy",15.4,1504,23160,3498,NA
"10396","HOG","ZEITZ JOCHEN","President and CEO",18746,"Option Exercise",0,123153,0,376873,NA
"10397","HOG","Krause Paul J","VP, Chief Legal Officer",18746,"Option Exercise",0,1368,0,4228,NA
"10398","VACC","M&G INVESTMENT MANAGEMENT LTD","10% Owner",18747,"Buy",14.4,125000,1800000,1088597,NA
"10399","MORF","Omega Fund V, L.P.","Director",18746,"Sale",54.05,7671,414587,2078400,NA
"10400","MORF","Omega Fund V, L.P.","Director",18747,"Sale",55.14,9487,523075,2068913,NA
"10401","PBFX","Canty Trecia M","SVP & General Counsel",18748,"Option Exercise",0,6250,0,35819,NA
"10402","CARE","Van Dyke Litz H","CHIEF EXECUTIVE OFFICER",18750,"Buy",13.2,150,1980,18428,NA
"10403","ZM","Napolitano Janet","Director",18749,"Option Exercise",0,112,0,224,NA
"10404","CARE","Karavatakis Phyllis Q.","SR EXEC VP OF SPECIAL PROJECTS",18750,"Buy",13.2,37,488,17894,NA
"10405","CARE","FELDMANN GREGORY W","Director",18750,"Buy",13.2,26,343,7541,NA
"10406","FBP","McDonald Michael","EVP",18750,"Sale",12.58,80000,1006400,124283,NA
"10407","CARE","BIRD MICHAEL R","Director",18750,"Buy",13.2,37,488,6482,NA
"10408","CARE","Adams Arthur Loran","EVP, DIRECTOR OF REG RISK MNGT",18750,"Buy",13.2,22,290,3022,NA
"10409","PANW","ZUK NIR","EVP, Chief Technology Officer",18750,"Sale",351.36,12000,4216261,833604,NA
"10410","PANW","MCLAUGHLIN MARK D","Director",18750,"Sale",353.84,1500,530759,10500,NA
"10411","FR","Schultz Peter","EVP - East Region",18747,"Sale",49.82,15000,747300,96424,NA
"10412","NVAX","Herrmann John A III","EVP, Chief Legal Officer",18747,"Option Exercise",14.82,2895,42892,3170,NA
"10413","NVAX","Herrmann John A III","EVP, Chief Legal Officer",18747,"Sale",239.83,2895,694317,275,NA
"10414","FRST","Stafford Clinton Tyler","Pres Panacea Financial",18751,"Buy",14.7,4650,68355,6975,NA
"10415","HRTX","MANHARD KIMBERLY","EVP, Drug Development",18750,"Sale",17.66,1529,27009,1634,NA
"10416","PGEN","Ares Trading S.A.","10% Owner",18747,"Sale",7.9,108130,853740,27290389,NA
"10417","PGEN","Ares Trading S.A.","10% Owner",18750,"Sale",7.47,74172,553991,27216217,NA
"10418","PFSI","Youssouf Emily Ann","Director",18750,"Sale",59.93,10000,599307,28327,NA
"10419","NUVA","SISITSKY NATHANIEL","SVP & General Counsel",18747,"Option Exercise",0,2493,0,13750,NA
"10420","ALDX","PERCEPTIVE ADVISORS LLC","10% Owner",18750,"Buy",12.5,1200000,1.5e+07,9903879,NA
"10421","ADUS","WATTENBARGER MICHAEL D.","EVP/Chief Information Officer",18750,"Sale",106.25,46,4888,6004,NA
"10422","ADUS","GAFFNEY SEAN","EVP / Chief Legal Officer",18747,"Sale",107.43,498,53500,10501,NA
"10423","NUVA","Vitale Lucas","Chief Human Resources Officer",18747,"Option Exercise",0,3375,0,6717,NA
"10424","VGZ","Tobler Douglas L.","CFO",18751,"Buy",1.09,3000,3257,78306,NA
"10425","IROQ","CHAMBERLAIN THOMAS J","Executive Vice President",18751,"Buy",22.25,204,4539,15590,NA
"10426","NUVA","Calafiore Massimo","EVP, Global Business Units",18747,"Option Exercise",0,5193,0,5860,NA
"10427","NUVA","LUCIER GREGORY T","Director",18747,"Option Exercise",0,42573,0,263941,NA
"10428","CARG","Steinert Langley","Executive Chairman",18747,"Sale",25.07,2520,63176,1269964,NA
"10429","CARG","Steinert Langley","Executive Chairman",18747,"Sale",25.07,280,7020,120000,NA
"10430","XEL","Carter Brett C","EVP, Chief Customer and Innova",18747,"Sale",70.66,14900,1052834,22680,NA
"10431","HARP","GADICKE ANSBERT","10% Owner",18747,"Sale",22.35,268023,5990314,6621954,NA
"10432","HARP","GADICKE ANSBERT","10% Owner",18750,"Sale",23.09,30766,710389,6591188,NA
"10433","HARP","GADICKE ANSBERT","10% Owner",18751,"Sale",23.07,29730,685732,6561458,NA
"10434","ETR","FONTAN KIMBERLY A.","SVP, Chief Accounting Officer",18750,"Sale",109.47,1620,177341,4545,NA
"10435","STL","KOPNISKY JACK L","President & CEO",18750,"Sale",25.31,25000,632868,518388,NA
"10436","ETR","Brown Marcus V","EVP & General Counsel",18750,"Sale",110.04,16000,1760640,21130,NA
"10437","SNA","PINCHUK NICHOLAS T","Chairman, President and CEO",18750,"Option Exercise",60,42000,2520000,595812,NA
"10438","SNA","PINCHUK NICHOLAS T","Chairman, President and CEO",18750,"Sale",238.12,24507,5835701,571305,NA
"10439","ETR","HERMAN ALEXIS M","Director",18747,"Sale",108.65,221,24012,5923,NA
"10440","CACI","Plunkett Debora A","Director",18747,"Sale",253.67,275,69759,923,NA
"10441","CZWI","Bourget Kristina M","Director",18747,"Buy",13.14,136,1787,11501,NA
"10442","CZWI","Bourget Kristina M","Director",18750,"Buy",13.07,300,3921,11801,NA
"10443","ATUS","Olsen Michael","EVP, Gen. Counsel & Secy",18747,"Sale",36.32,25000,908000,44038,NA
"10444","ATUS","Olsen Michael","EVP, Gen. Counsel & Secy",18750,"Sale",36.56,3000,109680,41038,NA
"10445","EVOP","de Groot Steven J","EVP, General Counsel",18750,"Sale",28.56,2000,57120,5706,NA
"10446","XEL","Clark Christopher B","President, NSPM",18751,"Sale",71.46,6000,428742,18975,NA
"10447","EVOP","Wilson Darren","President, International",18750,"Sale",28.56,4000,114240,52515,NA
"10448","ONCR","Queva Christophe","CSO and SVP, Research",18747,"Sale",15.97,23555,376123,35620,NA
"10449","UEC","KONG DAVID","Director",18750,"Option Exercise",0.93,75000,69750,211958,NA
"10450","MAA","STOCKERT DAVID P","Director",18750,"Sale",156.67,6039,946109,62786,NA
"10451","XEL","Prager Frank P","SVP, Strategy, Planning & Ext.",18751,"Sale",71.71,1500,107562,33706,NA
"10452","TENB","Li Ping","Director",18747,"Sale",38.06,75000,2854628,227971,NA
"10453","FTCI","PRIDDY WILLIAM A","Director",18747,"Buy",13,769,9997,769,NA
"10454","RLI","Bryant Todd Wayne","VP, CFO",18750,"Option Exercise",0,300,0,24263,NA
"10455","TENB","Riddick Stephen A","General Counsel & Secretary",18750,"Option Exercise",16.21,2420,39228,23815,NA
"10456","TENB","Riddick Stephen A","General Counsel & Secretary",18750,"Sale",37.73,2420,91307,21395,NA
"10457","PBFX","Lucey Matthew C.","Executive Vice President",18748,"Option Exercise",0,7500,0,81292,NA
"10458","HBAN","STEINOUR STEPHEN D","President, CEO & Chairman",18747,"Option Exercise",9.08,61097,554761,5723893,NA
"10459","STXB","McGuire David M","President",18750,"Sale",23.11,2000,46217,174612,NA
"10460","RLI","Davis Seth Anthony","Vice President, Controller",18750,"Option Exercise",0,250,0,420,NA
"10461","KKR","KKR Group Partnership L.P.","10% Owner",18750,"Sale",117.7,2.3e+07,2707100000,62300667,NA
"10462","RLI","Diefenthaler Aaron Paul","VP, CIO, Treasurer",18750,"Option Exercise",0,300,0,21073,NA
"10463","STXB","Bass Dean O.","Chairman & CEO",18750,"Sale",23.11,2000,46217,228492,NA
"10464","EA","Singh Vijayanthimala","Chief People Officer",18750,"Sale",142.71,800,114168,16699,NA
"10465","TNET","Babinec Martin","Director",18747,"Sale",78.61,19600,1540658,526769,NA
"10466","EA","Miele Laura","Chief Studios Officer",18750,"Sale",142.71,785,112027,19325,NA
"10467","SYK","Menon Viju","Group President",18748,"Option Exercise",0,3443,0,7721,NA
"10468","SMED","Davis Gregory C","Vice President of Operations",18751,"Option Exercise",4.3,13953,59998,13953,NA
"10469","SMED","Davis Gregory C","Vice President of Operations",18750,"Option Exercise",4.44,21095,93711,10242,NA
"10470","SMED","Davis Gregory C","Vice President of Operations",18750,"Sale",17.46,21095,368395,0,NA
"10471","SMED","Davis Gregory C","Vice President of Operations",18751,"Sale",16.52,13953,230441,0,NA
"10472","SMED","Davis Gregory C","Vice President of Operations",18747,"Sale",17.5,9000,157500,0,NA
"10473","RES","ROLLINS GARY W","Chairman and CEO",18746,"Sale",5.15,140905,726168,82315019,NA
"10474","RES","ROLLINS GARY W","Chairman and CEO",18747,"Sale",5.08,21710,110263,82293309,NA
"10475","RES","ROLLINS GARY W","Chairman and CEO",18750,"Sale",5.14,2e+05,1027520,82093309,NA
"10476","STX","ValueAct Holdings, L.P.","Director",18747,"Sale",96.04,134153,12884054,3024877,NA
"10477","STX","ValueAct Holdings, L.P.","Director",18750,"Sale",90,5500000,495006348,0,NA
"10478","EA","Bruzzo Chris","EVP",18750,"Sale",142.71,2500,356775,15475,NA
"10479","PBFX","Barone John C","Principal Accounting Officer",18748,"Option Exercise",0,2500,0,21916,NA
"10480","STZ","SANDS ROBERT","Chairman of the Board",18748,"Option Exercise",0,5603,0,14203,NA
"10481","AXS","Vogt Peter","CFO",18748,"Option Exercise",0,2088,0,74762,NA
"10482","NCR","Campbell Daniel William","Executive VP, Global Sales",18748,"Option Exercise",0,10701,0,89282,NA
"10483","FISV","New Omaha Holdings L.P.","10% Owner",18750,"Sale",117.7,2.3e+07,2707100000,62300667,NA
"10484","STXB","Patel Akash J.","Director",18750,"Buy",23.49,85,1997,185795,NA
"10485","EA","Bilbey Matthew","EVP of Strategic Growth",18750,"Sale",142.71,330,47094,5763,NA
"10486","ROK","Gangestad Nicholas C","Sr. VP and CFO",18750,"Buy",262.11,500,131055,500,NA
"10487","SMED","Diaz Diana P","Exec. Vice President & CFO",18750,"Option Exercise",4.06,42096,171088,39548,NA
"10488","SMED","Diaz Diana P","Exec. Vice President & CFO",18751,"Option Exercise",3.8,19027,72303,27602,NA
"10489","SMED","Diaz Diana P","Exec. Vice President & CFO",18747,"Option Exercise",5.86,16897,99089,17845,NA
"10490","SMED","Diaz Diana P","Exec. Vice President & CFO",18747,"Sale",17.91,16897,302613,8575,NA
"10491","SMED","Diaz Diana P","Exec. Vice President & CFO",18751,"Sale",16.6,19027,315881,8575,NA
"10492","SMED","Diaz Diana P","Exec. Vice President & CFO",18750,"Sale",17.23,42096,725196,8575,NA
"10493","RES","LOR INC","10% Owner",18746,"Sale",5.15,140905,726168,82315019,NA
"10494","RES","LOR INC","10% Owner",18747,"Sale",5.08,21710,110261,82293309,NA
"10495","RES","LOR INC","10% Owner",18750,"Sale",5.14,2e+05,1027520,82093309,NA
"10496","Z","Beitel David A.","Chief Technology Officer",18750,"Option Exercise",35.48,5000,177404,55709,NA
"10497","Z","Beitel David A.","Chief Technology Officer",18750,"Sale",126.38,5000,631893,50709,NA
"10498","Z","Owens Bradley D.","General Counsel",18750,"Option Exercise",22.41,4250,95242,5218,NA
"10499","Z","Owens Bradley D.","General Counsel",18750,"Sale",130.01,4250,552542,968,NA
"10500","SMED","TUSA DAVID P","CEO and President",18747,"Option Exercise",4.89,161780,791443,167164,NA
"10501","SMED","TUSA DAVID P","CEO and President",18750,"Option Exercise",4.55,54990,250099,121400,NA
"10502","SMED","TUSA DAVID P","CEO and President",18751,"Option Exercise",3.8,1844,7007,89932,NA
"10503","SMED","TUSA DAVID P","CEO and President",18751,"Sale",16.64,1844,30686,88088,NA
"10504","SMED","TUSA DAVID P","CEO and President",18750,"Sale",17.33,54990,953093,88088,NA
"10505","SMED","TUSA DAVID P","CEO and President",18747,"Sale",17.76,161780,2873749,88088,NA
"10506","FDS","Snow Frederick Philip","Chief Executive Officer",18750,"Option Exercise",164.9,2500,412250,6397,NA
"10507","FDS","Snow Frederick Philip","Chief Executive Officer",18750,"Sale",336.97,2500,842425,3897,NA
"10508","SCHW","SCHWAB CHARLES R","Chairman",18750,"Sale",70.33,78685,5533798,32331256,NA
"10509","NCR","Button Adrian","EVP, Product and Service Ops",18748,"Option Exercise",0,16052,0,80311,NA
"10510","NCR","Button Adrian","EVP, Product and Service Ops",18750,"Sale",45.8,8812,403590,64646,NA
"10511","FITB","FEIGER MITCHELL","Director",18750,"Option Exercise",17.61,104044,1832210,35942,NA
"10512","FITB","FEIGER MITCHELL","Director",18750,"Sale",40.82,104044,4246858,7623,NA
"10513","AMED","Ginn Scott G","EVP & Chief Financial Officer",18747,"Option Exercise",27.35,975,26666,30084,NA
"10514","AMED","Ginn Scott G","EVP & Chief Financial Officer",18747,"Sale",283.33,975,276247,29109,NA
"10515","RGCO","Burton Randall P. II","Former VP, CFO, Sec., Treas.",18750,"Buy",22.09,5,100,3938,NA
"10516","TER","Gray Charles Jeffrey","VP, General Counsel, Secretary",18750,"Sale",126.32,7000,884240,27420,NA
"10517","IPG","SANFORD LINDA S","Director",18683,"Buy",26,2885,75010,18323,NA
"10518","AVTR","Ohri Devashish","EVP, IMEA",18747,"Option Exercise",23.21,53649,1245193,209537,NA
"10519","AVTR","Ohri Devashish","EVP, IMEA",18747,"Sale",32.58,53649,1747884,155888,NA
"10520","AXP","Pickett Denise","Pres., GSG and TLS",18747,"Option Exercise",98.75,5260,519425,23365,NA
"10521","AXP","Pickett Denise","Pres., GSG and TLS",18747,"Sale",153.11,5260,805359,18105,NA
"10522","RTX","Dumais Michael R","EVP,Chf Transformation Officer",18748,"Option Exercise",0,7803,0,59835,NA
"10523","HSTM","FRIST ROBERT A JR","CEO",18750,"Buy",24.81,4000,99240,4851450,NA
"10524","HSTM","FRIST ROBERT A JR","CEO",18751,"Buy",24.83,5000,124150,4856450,NA
"10525","MRK","LeCointe-Cephas Lisa","SVP Chief Ethics & Com Officer",18748,"Option Exercise",74.5,622,46339,1841,NA
"10526","MRK","LeCointe-Cephas Lisa","SVP Chief Ethics & Com Officer",18750,"Option Exercise",74.5,437,32556,2068,NA
"10527","FICO","Rees Joanna","Director",18750,"Sale",524.27,250,131068,4380,NA
"10528","LBRT","Stock Michael","Chief Financial Officer",18750,"Sale",12.08,43000,519560,1292727,NA
"10529","SNX","MURAI KEVIN M","Director",18747,"Option Exercise",16.58,4275,70879,9402,NA
"10530","SNX","MURAI KEVIN M","Director",18747,"Sale",121.82,4275,520762,5127,NA
"10531","VVV","Muashsher Jamal K","SVP, International",18750,"Sale",31.7,629,19939,4356,NA
"10532","MRK","Litchfield Caroline","EVP & CFO",18748,"Option Exercise",74.5,840,62580,19082,NA
"10533","MRK","Litchfield Caroline","EVP & CFO",18750,"Option Exercise",74.5,750,55875,19544,NA
"10534","ROK","Chand Sujeet","Sr VP & Chief Tech. Officer",18747,"Option Exercise",104.08,11600,1207328,40683,NA
"10535","ROK","Chand Sujeet","Sr VP & Chief Tech. Officer",18747,"Sale",265.35,11600,3078095,29083,NA
"10536","NCNO","Lunsford Jeffrey W","Director",18750,"Sale",64.03,2000,128057,258505,NA
"10537","PACW","Acker Tanya M","Director",18750,"Buy",43.51,600,26106,11006,NA
"10538","NCMI","Felenstein Scott D","EVP & Chief Revenue Officer",18747,"Option Exercise",0,10001,0,181235,NA
"10539","INTC","Shenoy Navin","EVP, GM - Data Platforms Group",18750,"Sale",57.83,2561,148103,72946,NA
"10540","MRK","Li Dean Y","Executive VP & President, MRL",18748,"Option Exercise",74.5,1030,76735,11715,NA
"10541","MRK","Li Dean Y","Executive VP & President, MRL",18750,"Option Exercise",74.5,750,55875,12111,NA
"10542","PEG","LaRossa Ralph A","COO",18750,"Sale",63.87,4890,312324,94808,NA
"10543","TNET","Chamberlain Paul Edward","Director",18747,"Sale",78.89,175,13806,36360,NA
"10544","NCMI","Hilty Sarah Kinnick","EVP & General Counsel",18747,"Option Exercise",0,7538,0,95369,NA
"10545","MRNA","Zaks Tal Zvi","Chief Medical Officer",18750,"Option Exercise",12.21,5000,61050,5000,NA
"10546","MRNA","Zaks Tal Zvi","Chief Medical Officer",18750,"Sale",186.46,5000,932309,0,NA
"10547","NCMI","Marks Clifford E","President",18747,"Option Exercise",0,17171,0,374062,NA
"10548","MRK","Williams David Michael","EVP,Chief Info&Digital Officer",18748,"Option Exercise",74.5,560,41720,5167,NA
"10549","MRK","Williams David Michael","EVP,Chief Info&Digital Officer",18750,"Option Exercise",74.5,412,30694,5387,NA
"10550","FITB","Hammond Howard","EVP",18750,"Option Exercise",26.52,7018,186117,58610,NA
"10551","HNGR","Adams Gabrielle B.","Vice President Accounting",18747,"Option Exercise",12.77,20938,267378,80961,NA
"10552","HNGR","Adams Gabrielle B.","Vice President Accounting",18747,"Sale",25.03,20938,523988,60023,NA
"10553","MRNA","Andres Juan","See remarks",18750,"Option Exercise",12.21,5000,61050,5000,NA
"10554","MRNA","Andres Juan","See remarks",18750,"Sale",183.66,5000,918300,0,NA
"10555","SNX","LEUNG SIMON","SVP, GC & Corporate Secretary",18747,"Sale",121.52,366,44476,33785,NA
"10556","INTC","McBride Kevin Thomas","VP Finance, Corp. Controller",18750,"Sale",57.83,381,22033,14420,NA
"10557","NCMI","Patterson Julie L.","Principal Accounting Officer",18747,"Option Exercise",0,3836,0,42984,NA
"10558","BF-A","Hamel Matthew E","EVP, Gen Counsel and Secretary",18747,"Option Exercise",18.22,15245,277718,25666,NA
"10559","AWI","Hershey Mark A","SVP, Gen Cnsl, Compliance",18750,"Sale",104.97,4898,514157,45053,NA
"10560","GALT","10X Fund, L.P.","10% Owner",18739,"Sale",3.52,5000,17600,6311440,NA
"10561","GALT","10X Fund, L.P.","10% Owner",18740,"Sale",3.95,5000,19750,6306440,NA
"10562","GALT","10X Fund, L.P.","10% Owner",18743,"Sale",4.47,7500,33525,6298940,NA
"10563","GALT","10X Fund, L.P.","10% Owner",18750,"Sale",3.84,10000,38400,6288940,NA
"10564","GWRS","COY DEBRA","Director",18747,"Buy",16.8,24,406,16691,NA
"10565","AOS","STERN JAMES F","Exec VP, General Counsel & Sec",18750,"Sale",70.15,44300,3107742,110199,NA
"10566","MRNA","Hoge Stephen","President",18750,"Option Exercise",0.99,20000,19800,1629597,NA
"10567","MRNA","Hoge Stephen","President",18750,"Sale",183.66,20000,3673200,1609597,NA
"10568","SYK","Fletcher Robert S","VP, Chief Legal Officer",18747,"Option Exercise",0,4272,0,7150,NA
"10569","NCMI","Lesinski Thomas F.","Chief Executive Officer",18747,"Option Exercise",0,14133,0,126510,NA
"10570","ANAB","EcoR1 Capital, LLC","Director",18747,"Buy",23.16,35700,826816,7334624,NA
"10571","ANAB","EcoR1 Capital, LLC","Director",18750,"Buy",23.31,20800,484873,7355424,NA
"10572","ANAB","EcoR1 Capital, LLC","Director",18751,"Buy",23.25,165000,3835755,7520424,NA
"10573","PING","ROMER LAUREN ADRIENNE","Chief Legal Officer",18750,"Option Exercise",11.79,1000,11790,134332,NA
"10574","PING","ROMER LAUREN ADRIENNE","Chief Legal Officer",18750,"Sale",24.3,1000,24300,133332,NA
"10575","INTC","Bryant Gregory M","EVP, GM, CCG",18750,"Sale",57.83,2842,164353,97167,NA
"10576","IP","PLATH THOMAS J.","Senior Vice President",18751,"Sale",59.47,3400,202205,44302,NA
"10577","MRK","Karachun Rita A","Sr. VP Fince-Global Controller",18748,"Option Exercise",74.5,901,67124,34737,NA
"10578","MRK","Karachun Rita A","Sr. VP Fince-Global Controller",18750,"Option Exercise",74.5,875,65188,35303,NA
"10579","MRNA","Bancel Stephane","Chief Executive Officer",18747,"Sale",180.7,11046,1996062,44200,NA
"10580","AOS","Goodwin Wallace E","SVP; Pres & GM, Lochinvar, LLC",18750,"Sale",69.8,1595,111331,15255,NA
"10581","BF-A","Farrer Marshall","SVP/Pres. Europe",18747,"Option Exercise",18.22,3916,71338,19693,NA
"10582","ANAT","Payne James Parker","Director",18748,"Option Exercise",0,750,0,2087,NA
"10583","BFST","MCLINDON ANDREW D.","Director",18746,"Buy",23.85,2500,59625,33871,NA
"10584","RGCO","Oliver Lawrence T.","VP, Interim CFO, Sec. & Treas.",18750,"Buy",22.09,9,200,3261,NA
"10585","SYK","Berry William E Jr","VP, Corporate Controller",18747,"Sale",261.28,5011,1309256,0,NA
"10586","SNX","LEUNG SIMON","SVP, GC & Corporate Secretary",18747,"Sale",121.98,271,33058,34151,NA
"10587","ANAT","Moody Ross R","Director",18748,"Option Exercise",0,750,0,3540,NA
"10588","ANAT","Lucas Robert Eugene","Advisory Director",18748,"Option Exercise",0,750,0,750,NA
"10589","CNMD","Jonas Daniel S","EVP Legal Affairs,Gen. Counsel",18747,"Option Exercise",47.67,15700,748451,23806,NA
"10590","CNMD","Jonas Daniel S","EVP Legal Affairs,Gen. Counsel",18750,"Option Exercise",41.93,4176,175100,17982,NA
"10591","CNMD","Jonas Daniel S","EVP Legal Affairs,Gen. Counsel",18750,"Sale",145.59,4176,607986,13806,NA
"10592","CNMD","Jonas Daniel S","EVP Legal Affairs,Gen. Counsel",18747,"Sale",141.44,15700,2220629,13806,NA
